EUR,GBP,AUD,NZD,USD,CAD,CHF,NOK,SEK,JPY
2002-10-30,7.6,-0.6,-9.5,-3.3,-3.4,1.2,9.5,0.7,3.7,-5.9
2002-10-31,-8.2,-1.7,1.4,5,6.1,-2.8,-7.8,9.5,1.5,-3
2002-11-01,1.1,1.5,-5.2,-1,-1.3,-5.2,3,-0.9,5.2,2.8
2002-11-04,3.4,2.9,2.9,0.5,-3.2,-5.2,-0.9,3,-0.6,-2.8
2002-11-05,3.3,-3.1,-7,0.9,-3.5,-2.9,9.2,4.7,5.2,-6.8
2002-11-06,1.1,-3.7,4.7,2.8,-9.3,0.9,-2.5,3.3,1,1.7
2002-11-07,-5.5,-3.4,-5.1,5.3,1.2,1.4,-7.1,4.9,-0.5,8.8
2002-11-08,-5.6,-0.5,-6.7,6.7,5.2,2.5,-4.7,5.5,-1.3,-1.1
2002-11-11,-1.4,-5.1,-0.9,2.9,-5,2.6,4.7,7.9,-2.8,-2.9
2002-11-12,-5.7,-2.9,-6.4,-1.2,0.8,0.9,6.5,5.8,-0.4,2.6
2002-11-13,-3.8,-3.2,6.7,1,-3,-1.3,4.7,3.5,1.9,-6.5
2002-11-14,3,-1,-2.6,-2.8,-2.6,-6.3,5.5,5.3,3,-1.5
2002-11-15,-2.9,-7.9,4.8,8.6,-0.7,0.5,-2.4,3.2,-0.5,-2.7
2002-11-18,-1.4,-2.6,-9.5,3.1,-7.3,3,5.4,5.1,1.3,2.9
2002-11-19,-1,-0.9,-3.2,4.7,-5.4,-7.4,2.6,9.3,-1.9,3.2
2002-11-20,-0.7,-3.4,-5.9,5.1,1.6,-2.8,0.4,5.2,-2.1,2.6
2002-11-21,3.2,-1.1,7.7,1.9,-4.9,-2.7,6.4,-3.5,0.4,-7.4
2002-11-22,4.8,-4.9,3.7,-0.6,-4.8,-7.4,8.2,3.2,4.6,-6.8
2002-11-25,0.9,-3,8,5.1,-4.4,-9.4,5.8,2.6,1,-6.6
2002-11-26,1.3,3,-10,7.5,0.4,-1.9,-4.1,5.1,1.3,-2.6
2002-11-27,5,2.9,-7.9,-3.2,-2.4,-4.8,8.7,1.4,5,-4.7
2002-11-28,-4.6,-3.2,8.2,9.1,-3.2,-7.4,2.4,2.8,2.4,-6.5
2002-11-29,-1.2,1.3,-7.8,-0.8,2.4,-3.2,-4.1,9.6,-3.1,6.9
2002-12-02,3.3,-0.9,8,-3.5,-8.1,-3.3,2,2.6,-0.9,0.8
2002-12-03,-7.3,-3.5,1.7,4.9,1.2,-1.6,-8.4,5.5,1.3,6.2
2002-12-04,1,-2.5,-9,-1.5,2.5,1,-2.3,-1.1,7.3,4.6
2002-12-05,-0.8,-1.5,-6.7,3.2,-3,2.4,-6.1,9.8,-1.1,3.8
2002-12-06,-4.9,-6.7,2.8,6.8,4.7,-1.1,-1.3,5.3,-1.1,-4.5
2002-12-09,-2.4,-1.2,-8.9,0.5,2.7,3.4,-1.7,5.8,-3.1,4.9
2002-12-10,2.8,1.4,5.4,0.9,-7.6,-5.6,0.6,5.9,1.2,-5
2002-12-11,-4.8,-3.9,-0.7,7.3,-5.6,-3.6,-6.6,7.6,7.4,2.9
2002-12-12,-5.3,-3.9,1.1,-1.2,5.1,2.6,6.2,1.2,-2.7,-3.1
2002-12-13,4.4,2.7,-2.7,-1.6,-7.2,0.9,4.1,6.9,-2.7,-4.8
2002-12-16,2.4,-4,9.3,3.1,-5.1,-1.5,0.8,1.1,-2.6,-3.5
2002-12-17,-0.7,5.4,-7.2,1,-1.7,1.2,-2.7,9.2,-4.6,0.0999999999999999
2002-12-18,-2.5,-1.7,-9.3,3.6,5.4,-1.5,-6.8,6.3,-0.3,6.8
2002-12-19,1.5,-0.9,-7.5,-4.1,-2.5,-3.1,2.6,4.3,6.2,3.5
2002-12-20,-4,-1.1,3.7,8,-4.7,0.9,-1.8,4.6,-0.4,-5.2
2002-12-23,2.9,3.8,4.7,2.3,-5,-2.5,-9.4,7.5,3.1,-7.4
2002-12-24,1.7,1.1,-7.2,3.4,4.8,-3.1,-8.8,9.6,2.5,-4
2002-12-25,-3.7,-3,-1.2,5.8,-7.3,-3.2,8.7,7.5,3.4,-7
2002-12-26,-7.4,-8.3,0.7,7.5,-1.1,5.2,-1.4,6.3,2.8,-4.3
2002-12-27,-5,-7.9,0.5,3.4,5.7,3.5,-6.9,3.2,-1.6,5.1
2002-12-30,1.6,-1.3,-3,-8.1,3.1,4.6,2.8,5.9,-0.6,-5
2002-12-31,-4.2,-3.2,3.2,5.2,-1.1,-3,-1.3,6.6,0.7,-2.9
2003-01-01,3.6,-5.9,-3.2,5.5,-7.2,-2.8,4.2,7.8,3.7,-5.7
2003-01-02,7.4,0.7,-0.6,-1.8,-3.1,-4.5,2.5,-0.7,7.3,-7.2
2003-01-03,-7.4,-5.6,7.2,10.6,-3.8,1.4,4.7,-0.6,-1.1,-5.4
2003-01-06,-1,-5,2.7,-1.6,-3.4,3.1,4.3,2,1.5,-2.6
2003-01-07,-4.4,4.9,-7.5,3.7,-3.8,-3.3,-1.2,9.4,-3,5.2
2003-01-08,-4.9,-7.6,-1.1,8.2,4.4,2.5,-4.5,0.9,1.2,0.9
2003-01-09,3.2,2.1,0.9,-3.6,-3.1,-6.3,7,4.9,2.5,-7.6
2003-01-10,-2.4,-4.3,-6.1,1.6,4.9,3.5,-1.7,5.3,0.4,-1.2
2003-01-13,1.7,1.9,3.8,-3.9,-7.6,-5.1,5.3,2.8,9.2,-8.1
2003-01-14,2.22044604925031e-16,-5.6,-5.1,6,-1.5,-2.7,4.5,8.8,0.5,-4.9
2003-01-15,1.2,1,-7.3,-1,0.5,2.1,3.5,2.8,2.5,-5.3
2003-01-16,-0.4,-9.8,7.4,3.7,-1.2,-0.7,-5.4,4.8,1.7,-0.1
2003-01-17,-0.6,3.3,-7.7,-2.9,5.7,1.3,-4.7,2.9,0.3,2.4
2003-01-20,-2.9,-2.9,-7,5.1,-1.3,-2.8,7.3,4.7,-1.5,1.3
2003-01-21,-4.4,-5.2,5.5,1.6,-7.8,-0.9,2.7,5,4.6,-1.1
2003-01-22,-0.5,-1,-6.3,7.2,-1.2,-0.9,3.2,4.7,-1.4,-3.8
2003-01-23,-1.2,1.4,-0.6,-4.4,0.2,-0.7,-1.4,4.7,9.1,-7.1
2003-01-24,-2.7,0.7,-6.1,5,4.8,3.2,-5.2,2.9,-2.9,0.3
2003-01-27,2.6,-5,-3.1,2,-2.7,-5.1,6.9,4.9,1,-1.5
2003-01-28,-1.3,-9.2,5.2,5.1,-2.4,0.4,3.1,3.4,3.2,-7.5
2003-01-29,0.6,3.2,-5.4,5.5,-0.8,-7.5,3,7.1,-2.8,-2.9
2003-01-30,2.5,-7.1,5.2,2.9,-8.9,1.5,4.7,-0.5,3,-3.3
2003-01-31,-0.9,1.7,-5.7,-1.2,-7.2,-7.3,6.9,4.6,4.1,5
2003-02-03,-1.1,-1.7,3,5.3,-4.5,-0.5,-7.9,7.7,5,-5.3
2003-02-04,-0.1,-1.3,-9.7,-1.1,7.1,3.2,-6.9,0.2,1.9,6.7
2003-02-05,3.2,-0.8,-6,-1.4,-7.5,-3.3,7.5,7.4,-0.4,1.3
2003-02-06,-0.4,-4.7,-10.5,6,3.2,6.3,-3.2,2.3,-3.4,4.4
2003-02-07,1.3,-3.1,5.3,1,-1.6,-7.6,0.1,3.6,2,-1
2003-02-10,2.8,0.6,3.3,3.1,-5.5,-1,0.4,0.8,0.3,-4.8
2003-02-11,-2.4,-7.2,-7.5,9.7,-2.3,-1.4,0.8,7.6,5.8,-3.1
2003-02-12,-2.4,3.2,-9.2,-0.8,1.5,-4,-3.7,7.9,3,4.5
2003-02-13,-4.6,-0.3,1.1,3.1,3.8,-1.4,-5.4,-1.3,-1.4,6.4
2003-02-14,7,0.8,-1,-5.4,-6.1,-5.7,10.1,1.4,5.4,-6.5
2003-02-17,1.1,-0.9,6.2,3.6,-7.8,-5.9,2.9,4,5.4,-8.6
2003-02-18,0.9,2.3,-6.1,1.1,-5.6,-5.3,7.4,9.2,2.9,-6.8
2003-02-19,-4.9,-0.8,-3.1,7.3,2.5,3,-9.4,3.1,1.1,1.2
2003-02-20,-1.1,0.6,0.8,-1.5,3.4,-0.8,-1.1,2.8,-2.6,-0.5
2003-02-21,6.9,0.2,-4.2,-2.5,-3.5,-5,8.8,-1.1,1.3,-0.9
2003-02-24,-0.6,0.2,3,3.8,-1.8,-8.8,2.7,3,-0.9,-0.6
2003-02-25,2.7,0.2,-7.3,1.3,0.5,-0.8,-3.6,8.5,-0.9,-0.6
2003-02-26,0.7,-6.3,3.6,-0.5,-7.1,-3.1,7.3,2.4,5.2,-2.2
2003-02-27,2.7,1.3,-3.9,0.6,-7.4,-4.5,4.5,3.3,6.3,-2.9
2003-02-28,-6.6,-1.2,1,4.9,-1.3,-2.8,-5,6.8,2.9,1.3
2003-03-03,-5.1,-7,-5.5,7,2.3,2.7,-0.7,4.1,1.3,0.9
2003-03-04,3.4,-2.1,2.5,4.9,-0.9,-0.8,-9.2,8.2,-0.4,-5.6
2003-03-05,5.1,-6,-1.1,-1,5.1,0.3,-4.6,2.8,1.3,-1.9
2003-03-06,-4.7,1.4,0.7,6.3,4.9,-1.8,-9.2,1.7,-0.4,1.1
2003-03-07,-5,-2.4,4.2,8.1,3.1,-3.3,-2.9,1,1.7,-4.5
2003-03-10,-2.8,0.7,-8.2,4.5,0.8,-0.9,-7.3,4.5,1.9,6.8
2003-03-11,0.4,-4.4,4.8,2.2,-4.8,-0.6,1.3,4.9,4.9,-8.7
2003-03-12,0.4,-4.1,2.8,3.4,-6.9,-0.6,7,3.4,3.3,-8.7
2003-03-13,4.1,-0.9,7,1,-7,-2.4,5.2,-2.8,4.7,-8.9
2003-03-14,3.7,0.9,6.3,1.2,-4.6,-7,8.1,-0.9,1,-8.7
2003-03-17,8.5,2.8,-2.9,-2.4,-4.3,-6.8,3.9,1,4.9,-4.7
2003-03-18,-0.6,-1.3,-3,4.6,0.4,-3,4,0.4,5,-6.5
2003-03-19,4,0.7,5.9,-0.7,-4.3,-2.5,6.3,-3.7,3.3,-9
2003-03-20,-7,-4.9,7.5,3.4,0.6,2.6,-3.7,5.4,-4.5,0.6
2003-03-21,1.9,-6.9,4,-1.2,-4.2,0.9,8.1,0.8,3.9,-7.3
2003-03-24,-4.4,-2.3,-9.7,4.1,4.7,1.1,-4.7,5.9,0.5,4.8
2003-03-25,3.2,-1.2,-4.8,0.3,0.9,1.5,2.9,2.2,-1.5,-3.5
2003-03-26,-4.9,-7.1,7.2,3.1,-7.2,0.2,7.1,2.8,2.4,-3.6
2003-03-27,-1,-3.8,-9.1,-4.2,5.5,-3.2,1.3,9.4,-3,8.1
2003-03-28,-3,-5.2,2.8,0.3,4.9,-1.2,-8.9,3.5,3.4,3.4
2003-03-31,-4.9,1,-8.9,-0.5,6.6,7.4,-2.8,1.4,-2.4,3.1
2003-04-01,-0.6,-5.8,3.1,4.2,-3.1,2.3,1,1.7,-1.4,-1.4
2003-04-02,5.1,1.1,7.4,1.2,-4.6,-6.3,6.7,-1.4,0.7,-9.9
2003-04-03,4.4,-5.1,1.7,0.8,-6.3,-5.9,0.4,3.2,7.3,-0.5
2003-04-04,2.9,-1.4,-7.3,4.2,-3.9,-8.5,4.6,7.3,5.2,-3.1
2003-04-07,6.5,-1.1,7.6,-0.1,-5.6,0.1,1.4,-3.5,4.1,-9.4
2003-04-08,2.5,3.2,-6.2,-4.7,4.4,-4.8,2.3,5.6,0.5,-2.8
2003-04-09,-4.2,-1,-9.7,2.6,2.1,0.2,-6,5.3,3.3,7.4
2003-04-10,-1.6,1.2,-7.5,2.5,1.6,-7.5,9.1,3.4,-2,0.8
2003-04-11,2.6,-1.6,7.5,-1.4,-5.6,-6.5,6.5,-1.1,7.3,-7.7
2003-04-14,4.8,-1.3,9,3.4,-6.1,-0.5,0.2,-3.4,3.4,-9.5
2003-04-15,-5.1,0.3,3,-2.8,1.6,-5.3,5.5,5.1,1.1,-3.4
2003-04-16,-2.8,-5.2,-6.9,4.4,2.6,5,-0.2,2.9,0.9,-0.7
2003-04-17,5.1,-1.1,-6.9,0.2,-2.5,-9.8,7.9,9,-3.2,1.3
2003-04-18,-1.5,-4.8,3.2,4.4,-5.3,-2.7,5.3,6.9,1.3,-6.8
2003-04-21,-1,0.6,-2.7,-0.8,-4.7,-3.4,7.2,7,1,-3.2
2003-04-22,-3.1,-5.6,-1.5,4.5,9.1,1.4,-7.2,3.2,-0.6,-0.2
2003-04-23,3,-5.2,3.5,2.7,-7.4,1.3,3.6,1.2,2.6,-5.3
2003-04-24,-5.2,-1.2,-8.2,-3.5,5.8,7.3,-6.1,2.8,1.2,7.1
2003-04-25,-3,-2.9,4.9,2.6,-0.6,-8,-7.3,9.6,1.9,2.8
2003-04-28,5.4,1,-9.3,-1.1,-5.7,-0.9,7.7,5.2,0.9,-3.2
2003-04-29,0.9,-0.3,7.2,3,-8.2,-5.8,1.5,4,7.1,-9.4
2003-04-30,-3.3,-5.9,-2.2,2.7,10.1,1.1,-5.8,3,1.3,-1
2003-05-01,-1.6,-1.1,-2.6,2.5,5.6,-1.2,-9.6,7.5,1.2,-0.7
2003-05-02,2.7,3.2,2.2,-2.7,-6.6,-7.8,10.1,5.2,-1,-5.3
2003-05-05,-3.7,-2.9,2.8,8.6,-1.9,-7.2,3.8,4.2,3,-6.7
2003-05-06,-5.4,3,-9.4,-0.8,1.1,5.6,-5.8,5,5.5,1.2
2003-05-07,-5.3,4.9,-5.2,-0.5,4.1,-1.3,-7.6,4.8,-1.3,7.4
2003-05-08,-4.9,4.7,-9.6,-1,3.5,1.4,-1.2,0.9,1,5.2
2003-05-09,1.3,-1.4,9,2.9,-3.4,-4.8,-1.1,3.3,2.6,-8.4
2003-05-12,-1.6,-0.9,-8.8,1.5,2.7,5.2,-0.6,2.4,-2.9,3
2003-05-13,-5.4,-7.3,6.3,4.6,-5.6,-0.9,3.4,7.6,-0.2,-2.5
2003-05-14,-1.4,3,-0.6,4.6,-3.1,-7.1,3.2,8.8,-5.4,-2
2003-05-15,3.9,-2.8,-0.9,1.1,-6.9,-0.7,-1.7,4.6,2.9,0.5
2003-05-16,-7.3,-1,2.4,4.8,5.6,-3.4,-2.3,3.7,0.2,-2.7
2003-05-19,-2.8,-3.4,-6.1,-2.9,7.2,-1,-0.8,3.4,-2.3,8.7
2003-05-20,-5.3,-3.3,-6.1,6.6,3.1,-3.9,4.5,6.7,2.6,-4.9
2003-05-21,2.9,-1,-4.4,4.7,-4.4,-2.8,1.3,-1.3,3,2
2003-05-22,-3.3,-1.5,-2.2,6.4,-5.1,3.2,5.6,3.4,0.6,-7.1
2003-05-23,-8.8,-1.1,-4.4,2.7,5.3,2.9,-0.6,1,-4.3,7.3
2003-05-26,-5,-1,-6.1,4,-2.9,-1.3,5.1,8.9,4.8,-6.5
2003-05-27,6.7,1.6,-4.4,2.9,1.3,-3,3.3,-0.9,-8.4,0.9
2003-05-28,1.9,-5.2,4.4,2.9,-8.9,0,4.1,1.2,6,-6.4
2003-05-29,-8.1,-5.6,1.2,4.2,0.8,-0.8,-2.5,4.7,3.2,2.9
2003-05-30,0.8,3.8,4.3,-0.7,-9.1,-6.7,6.4,3.5,-5.5,3.2
2003-06-02,6.2,3.6,-2.1,2.7,-2.7,-6.9,3.1,1.7,3.2,-8.8
2003-06-03,-6.1,-1,-1.5,4.1,2.9,-3.3,-1.2,-1.2,0.8,6.5
2003-06-04,5.1,3,-9,-2.5,-5.1,-2.2,6.9,2.5,5.4,-4.1
2003-06-05,-7.1,-1.1,3.3,6,3.8,-2.9,-5.5,7.3,-5.5,1.7
2003-06-06,3.8,-1.2,-7.5,-5.2,-2.6,-1.1,9.8,6.3,-0.7,-1.6
2003-06-09,-3.3,-1,1.7,6.8,6.7,-4.7,-10.5,5.1,3,-3.8
2003-06-10,-2.9,0.8,-9.7,-1.1,6,-0.2,1,0.1,-3.8,9.8
2003-06-11,-4.8,0.8,-9.3,-1.1,1.3,0.2,8.1,1.5,-1.9,5.2
2003-06-12,2,-1.4,3.6,0.6,-2.3,-6.9,5.8,2.8,0.6,-4.8
2003-06-13,-3.2,-2.5,-4.5,5.2,0.9,-4.1,-3.3,6.1,0.4,5
2003-06-16,5.8,-0.1,-7,-3.4,-3,0.3,10.2,2.8,-3,-2.6
2003-06-17,5.5,-3.7,-0.4,-1.6,-5.5,-1.7,7.6,1,5.8,-7
2003-06-18,1.5,-4.6,6.2,-1.4,-6.3,-5.2,5.1,1,5.2,-1.5
2003-06-19,-1.1,-2.8,-5.5,-1.2,1.1,5,-5.4,4.1,1.6,4.2
2003-06-20,3.2,-5.1,7.6,-1,-5.2,1,5.9,3.4,-1.7,-8.1
2003-06-23,-3.1,-2.8,1.1,1.8,-4.6,-2.8,-3.1,6.5,3.5,3.5
2003-06-24,-1.11022302462516e-16,2.6,-5.4,3.6,-6.6,-3,0.6,4.9,1.2,2.1
2003-06-25,-6.1,-0.8,0.6,7,3.9,-2.9,-1.1,-0.6,-1.4,1.4
2003-06-26,5.4,-4.3,5.6,0.2,-7.1,1,7.5,-2.3,2.4,-8.4
2003-06-27,1.3,-0.9,2,1.2,-4.6,-4.4,-1.4,-2.8,5,4.6
2003-06-30,-3.1,-3.5,-2,-0.5,5.2,0.6,-2.9,4.5,-3.2,4.9
2003-07-01,-4.8,1.4,0.3,1.3,3.7,0.5,-7.2,4.6,-0.6,0.8
2003-07-02,5.2,-4.1,-4.4,-1.4,-7.4,-6.6,9.5,1.5,5.1,2.6
2003-07-03,2.9,-1.4,-4.4,-3.4,-5.1,-4.7,7.4,4.5,2.8,1.4
2003-07-04,-5.4,-3,5.1,7.2,-3,1,-0.9,4.8,1,-6.8
2003-07-07,5.4,-3.2,-3.2,-1.2,-7.2,-3.1,7.4,2.5,2.6,0
2003-07-08,1.2,-7.1,5.9,1,-5.6,3,-5.7,2.6,5.1,-0.4
2003-07-09,-3.6,-5,5.9,7.8,3.2,1.1,-5.7,1.3,0.9,-5.9
2003-07-10,-1.2,-3.1,-7.5,2.9,3,5.2,5.2,-4.8,3.4,-3.1
2003-07-11,5.1,-1.2,-1,-1,-5,-4,2.9,5.6,5.3,-6.7
2003-07-14,-5,0.6,-2.7,4.8,-2.9,-6.9,0.8,4.8,-0.6,7.1
2003-07-15,4.9,0.6,0.9,-4.3,-4.7,1.1,7,-0.8,2.7,-7.4
2003-07-16,-0.4,-1.5,9,-1,-2.6,-3.3,-2.9,5.1,5.5,-7.9
2003-07-17,1.7,-3.5,-2.9,1.3,-2.4,-0.8,2.7,5.3,6.8,-8.2
2003-07-18,-6.6,-3.3,2.8,7.1,3.7,2.8,-3.1,5.1,-5,-3.5
2003-07-21,3.4,-5.4,-6.3,6.2,-1.2,-3,4.9,3.4,5.5,-7.5
2003-07-22,-0.7,-2.4,6.4,0.5,-2.6,1.5,3.3,2.7,1.2,-9.9
2003-07-23,-2.7,0.5,-8.8,2.4,1.1,-1.5,-4.9,7.4,-0.8,7.3
2003-07-24,5.5,2.4,-4.8,-4.8,-3.1,-8,7.2,1.1,4.9,-0.4
2003-07-25,-7.1,0.1,5.2,5.2,3,-5.9,-3.4,9.6,-1.1,-5.6
2003-07-28,5.3,-2.8,5.4,-2.6,-5.7,-1.3,9.6,-0.4,3.1,-10.6
2003-07-29,0.8,0.8,1.1,-0.7,-3.7,-3.4,-3.2,6.2,3.4,-1.3
2003-07-30,3.7,-4.6,7.8,3.2,-9.5,-1.3,3.4,5.1,0.4,-8.2
2003-07-31,7.2,2.5,-3.3,-4.6,-7.2,-3,5.6,0.6,5.2,-3
2003-08-01,3.3,0.6,4.9,3.4,-7.4,-3.5,7.6,-1.1,1.7,-9.5
2003-08-04,-5.8,-2.2,3.6,3.5,1,3,-9.7,3.4,0.3,2.9
2003-08-05,3.3,0.7,1.5,0.9,-5.8,-0.8,7.6,4.8,-4.9,-7.3
2003-08-06,-5.5,-5.4,2.9,3,3.3,5.2,-5,-1.3,1.3,1.5
2003-08-07,-2.7,1.5,-7.1,4.9,0.9,-5.5,7.9,-0.6,0.5,0.2
2003-08-08,-1.4,7,-3.4,-1.9,2.6,1.3,-6.8,1.8,-0.7,1.5
2003-08-11,0.9,-2.6,8.3,2.7,-2.3,-7.6,1.4,3.1,5.6,-9.5
2003-08-12,0.9,5.1,0.6,0.7,-6.6,-3,-0.9,5,7.2,-9
2003-08-13,3,-0.5,-4.8,-6.5,-2.9,-3.5,6.8,4.8,2.9,0.7
2003-08-14,2.8,-4.7,5,-2.8,-4.4,-1.7,2.6,-1,3.1,1.1
2003-08-15,-5.5,3.2,3.1,-0.9,2.3,-2.7,-9.5,2.5,3.6,3.9
2003-08-18,-0.9,-5.1,3.6,3.2,-9.7,-0.4,-1.4,0.5,4.6,5.6
2003-08-19,-6.9,-2.5,3.4,2.5,-5.6,1.6,-4,2.9,2.3,6.3
2003-08-20,2.7,0.3,-7.3,3.1,-1.6,2.8,-4.6,0.8,-4.3,8.1
2003-08-21,3.1,3.4,1,-0.5,-6.8,-5.2,9.5,2.8,2.7,-10
2003-08-22,-6.9,-1.1,9.8,3.2,-4.4,-1.2,-0.7,5.9,-1.7,-2.9
2003-08-25,0.5,0.2,-3.5,3,-2.5,-6.9,3.2,6,0.7,-0.7
2003-08-26,-4.2,-5.4,3.3,0.8,-4.8,-3.3,-1.8,4.8,6.5,4.1
2003-08-27,0.1,-5,1,2.6,-6.5,-0.5,9.6,4.7,1.6,-7.6
2003-08-28,-5.9,-3.6,3.5,4.3,-1.2,-1,-5.4,7.2,-1.3,3.4
2003-08-29,4,-0.7,-10,-1.4,-0.7,-2.9,7.4,-0.7,1.6,3.4
2003-09-01,1.11022302462516e-16,-0.7,3,-3.3,-6.1,-6.7,5,3.5,-2,7.3
2003-09-02,1.5,-2,3.5,-0.1,-4.1,-4.7,7.4,0.8,-3.9,1.6
2003-09-03,-0.6,-3.3,5.2,-0.0999999999999999,-5.1,-2.7,7.7,4.9,1.3,-7.3
2003-09-04,-4.8,-1.6,5.5,5.3,2.4,-1.2,-4.5,5.6,-3.2,-3.5
2003-09-05,-0.2,2.9,-3.1,3.2,4.6,0.7,-7,1.4,-0.6,-1.9
2003-09-08,-2.6,-0.0999999999999999,-9.6,2.7,1.1,0,-2,3.3,-0.3,7.5
2003-09-09,0,-3,-3.1,0.9,1.8,-0.0999999999999996,-1.2,2.6,1.1,1
2003-09-10,-1.8,-1.3,3.1,2.9,-5.2,-3.2,-2.4,5.6,5.5,-3.2
2003-09-11,6.5,0.4,5.5,2.6,-4.6,0.0999999999999999,1.8,0.8,-5.5,-7.6
2003-09-12,-8.5,-3.8,-3.8,3.5,4.4,2.4,-4.7,0.7,1.9,7.9
2003-09-15,0.5,1.8,-6.9,-1.7,-2.5,-2.5,7.1,0.5,7.1,-3.4
2003-09-16,4.5,1.4,-2.2,-1.6,-4.6,-6.7,8.7,5,5,-9.5
2003-09-17,-2.8,1.4,-1,2.5,0.9,5.1,-8.6,3.2,-1.1,0.4
2003-09-18,8.5,-0.6,-5,0.9,-4.6,-0.6,4.8,3.5,0.8,-7.7
2003-09-19,-6.8,-3.3,2.9,7.4,3.1,0.6,-3.8,5.7,-2.7,-3.1
2003-09-22,2.1,3.1,-7.6,2.5,3.5,0.2,-5.5,9.7,-0.7,-7.3
2003-09-23,1,-7.3,-5.4,4,-3.6,6.9,-0.9,3.2,-3.1,5.2
2003-09-24,-3.9,-3.6,3.2,7.3,-7.4,-2.9,3.4,3.5,-1.3,1.7
2003-09-25,-1.8,-4.2,-1.2,-1.2,-3.1,-1.7,5.5,3,-3.1,7.8
2003-09-26,-6.9,-5.1,3,9,-5,1.4,-5.8,2.9,2.8,3.7
2003-09-29,-1.4,-4.9,0.5,1.1,-0.6,0.5,3.4,3.5,3.3,-5.4
2003-09-30,-7.3,3.2,3.7,0.6,5.5,-1.1,-5.5,3,-3,0.9
2003-10-01,3.7,-0.5,-9.3,1.1,1.5,-1.6,-3.5,4.8,5.4,-1.6
2003-10-02,6.6,0.8,-3,-1.3,-3,-7.2,7.4,1.6,5.4,-7.3
2003-10-03,4.2,0.5,1.8,-1.9,-4.4,-4.8,6.6,-0.6,7.7,-9.1
2003-10-06,-5.2,-0.6,-8.9,2.4,5.1,3,-2.6,5.5,-1.4,2.7
2003-10-07,-0.3,-0.7,8.4,-0.6,-0.9,-7.8,1.3,7,1.1,-7.5
2003-10-08,-2.9,-1.5,6.2,1.3,-6.8,5.4,4,5.3,-1.8,-9.2
2003-10-09,4.4,-1.1,3.1,-1.4,-4.8,-2.9,6.5,-0.7,5.6,-8.7
2003-10-10,-5.1,-2.6,1.7,2.9,3,-3.6,-7,4.5,1.8,4.4
2003-10-13,7.5,0.6,-5.3,-1.6,-3.4,-7.2,9.4,0.2,2.6,-2.8
2003-10-14,-5.4,-2.9,3.7,1.5,-5.4,5.1,-7.5,3.3,3,4.6
2003-10-15,5.9,0.5,-1,1.9,-6.2,-2.5,8.3,0.9,0.6,-8.4
2003-10-16,5.7,-1.4,1.4,2,-7.3,-8.2,7.1,1.7,3.2,-4.2
2003-10-17,-9.8,-0.5,7.5,2.6,-5.4,-3.2,5.4,3,1.2,-0.8
2003-10-20,-7,-2.6,-0.4,3.1,-4.6,3.4,-3.4,6.9,0.6,4
2003-10-21,-1.2,3,-5.4,3.1,4.9,0.9,-1.5,-3.33066907387547e-16,-1.5,-2.3
2003-10-22,-2.4,7.7,-9.7,3.4,6.5,-0.9,1.3,-0.0999999999999999,-1.3,-4.5
2003-10-23,3.8,1.3,-3.9,-3.6,-3.5,-4.8,5.3,5.5,4.9,-5
2003-10-24,-6.1,1.2,8.3,1.8,3.4,-3.8,-7.7,-0.2,-0.5,3.6
2003-10-27,6.4,-0.7,-5.7,-1.4,-5.5,-0.6,10.4,-0.6,6.9,-9.2
2003-10-28,1.2,-0.5,-5.7,-2.1,-3.3,-2.8,9.5,4.1,-1.5,1.1
2003-10-29,-1,-5.1,1.6,-3.1,1.4,-3.5,5,4.2,-0.6,1.1
2003-10-30,3.3,-4.3,3.1,2.1,-3.9,-3.6,1.2,-0.2,2.9,-0.6
2003-10-31,-9.7,-5.1,6.1,5.4,-3.3,1.6,-1.8,4.8,-0.9,2.9
2003-11-03,3.7,0.6,5.4,-1.3,-9.4,-1.5,9.7,-3.5,1.1,-4.8
2003-11-04,-10.3,-2.6,8.2,5.3,3,0.9,-1.5,3.2,-3.1,-3.1
2003-11-05,1.4,-6.6,6,0.6,-8,-3.3,5.2,3.2,2.1,-0.6
2003-11-06,4.1,-6.8,3.6,3,-7.6,0.1,7.4,-3.6,1.1,-1.3
2003-11-07,3.6,-4.4,0.6,-2.3,-5.8,-3.6,9,5,4.6,-6.7
2003-11-10,5.8,1.4,-3.7,1.7,-3,-7.4,6.2,2.1,2.9,-6
2003-11-11,-1.11022302462516e-16,1.2,-1.3,3.2,-3.4,-0.4,-2.7,5.7,4.4,-6.7
2003-11-12,-5.5,-5.9,3.7,3.3,3.1,-0.6,-5.6,5.2,-1.2,3.5
2003-11-13,-3.1,-0.7,-8.1,3.9,5.2,1.2,-3.2,7,-3,0.8
2003-11-14,-4.2,1.2,3.8,1.4,2.8,-1.3,-6.9,7,-0.7,-3.1
2003-11-17,-3.9,-0.8,3,3.5,-1.5,0.9,-8.3,4.8,3.2,-0.9
2003-11-18,-5.4,-3.5,0.6,3.1,2.5,2.7,-8.1,5.2,1.3,1.6
2003-11-19,5.5,1,-7.3,-2.9,-6.9,-3.1,2.7,5.2,-1,6.8
2003-11-20,-4.9,3,9.5,-0.600000000000001,-5.5,-5.4,-1.1,7.4,0.9,-3.3
2003-11-21,-0.8,-3.1,-9.4,3.6,5.2,-1.6,-2.5,4.7,-3.1,7
